[67015-2035] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Honey (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67015-2036] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Beige (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67038-203] Bliss Block Star Sheer Liquid Daily Sunscreen SPF 50 (Zinc Oxide) -- **Product type:** Human Otc Drug  **Active ingredient:** ZINC OXIDE  **Strength:** 20 g/100mL  **Dosage form:** Lotion  **Route:** Topical  **Labeler:** Bliss Products Holdings LLC  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67046-1507] Carbidopa-levodopa (carbidopa and levodopa) -- **Product type:** Human Prescription Drug  **Active ingredient:** CARBIDOPA; LEVODOPA  **Strength:** 25; 100 mg/1; mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA216505)  **Pharmacologic class:** Amino Acids, Aromatic [CS], Aromatic Amino Acid [EPC]
[67046-1508] amantadine hydrochloride (amantadine hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** AMANTADINE HYDROCHLORIDE  **Strength:** 100 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA208278)  **Pharmacologic class:** Influenza A M2 Protein Inhibitor [EPC], M2 Protein Inhibitors [MoA]
[67046-1509] Omeprazole (Omeprazole) -- **Product type:** Human Prescription Drug  **Active ingredient:** OMEPRAZOLE  **Strength:** 20 mg/1  **Dosage form:** Capsule, Delayed Release  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA078490)  **Pharmacologic class:** Cytochrome P450 2C19 Inhibitors [MoA], Proton Pump Inhibitor [EPC], Proton Pump Inhibitors [MoA]
[67046-1510] Losartan potassium (Losartan potassium) -- **Product type:** Human Prescription Drug  **Active ingredient:** LOSARTAN POTASSIUM  **Strength:** 50 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA202230)  **Pharmacologic class:** Angiotensin 2 Receptor Antagonists [MoA], Angiotensin 2 Receptor Blocker [EPC]
[67046-1511] Losartan potassium Tablets, 100 mg (losartan potassium) -- **Product type:** Human Prescription Drug  **Active ingredient:** LOSARTAN POTASSIUM  **Strength:** 100 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA201170)  **Pharmacologic class:** Angiotensin 2 Receptor Antagonists [MoA], Angiotensin 2 Receptor Blocker [EPC]
[67046-1512] Midodrine Hydrochloride (Midodrine Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** MIDODRINE HYDROCHLORIDE  **Strength:** 5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA217271)  **Pharmacologic class:** Adrenergic alpha-Agonists [MoA], alpha-Adrenergic Agonist [EPC]
[67046-1513] Dicyclomine hydrochloride (Dicyclomine hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** DICYCLOMINE HYDROCHLORIDE  **Strength:** 10 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA217531)  **Pharmacologic class:** Anticholinergic [EPC], Cholinergic Antagonists [MoA]
[67046-1514] Allopurinol (allopurinol) -- **Product type:** Human Prescription Drug  **Active ingredient:** ALLOPURINOL  **Strength:** 300 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** NDA AUTHORIZED GENERIC (NDA016084)  **Pharmacologic class:** Xanthine Oxidase Inhibitor [EPC], Xanthine Oxidase Inhibitors [MoA]
[67046-1515] Clarithromycin (Clarithromycin) -- **Product type:** Human Prescription Drug  **Active ingredient:** CLARITHROMYCIN  **Strength:** 500 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA065136)  **Pharmacologic class:** Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Macrolide Antimicrobial [EPC], Macrolides [CS], P-Glycoprotein Inhibitors [MoA]
[67046-1516] METFORMIN HYDROCHLORIDE (metformin hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** METFORMIN HYDROCHLORIDE  **Strength:** 1000 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA213320)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS]
[67046-1517] HYDRALAZINE HYDROCHLORIDE (hydralazine hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** HYDRALAZINE HYDROCHLORIDE  **Strength:** 50 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA203845)  **Pharmacologic class:** Arteriolar Vasodilation [PE], Arteriolar Vasodilator [EPC]
[67046-1518] PRAVASTATIN SODIUM (PRAVASTATIN SODIUM) -- **Product type:** Human Prescription Drug  **Active ingredient:** PRAVASTATIN SODIUM  **Strength:** 10 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA077987)  **Pharmacologic class:** HMG-CoA Reductase Inhibitor [EPC], Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]
[67046-1519] PRAVASTATIN SODIUM (PRAVASTATIN SODIUM) -- **Product type:** Human Prescription Drug  **Active ingredient:** PRAVASTATIN SODIUM  **Strength:** 20 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA077987)  **Pharmacologic class:** HMG-CoA Reductase Inhibitor [EPC], Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]
[67046-1520] Hydralazine Hydrochloride (Hydralazine Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** HYDRALAZINE HYDROCHLORIDE  **Strength:** 10 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA040858)  **Pharmacologic class:** Arteriolar Vasodilation [PE], Arteriolar Vasodilator [EPC]
[67046-1521] Clonazepam (Clonazepam) -- **Product type:** Human Prescription Drug  **Active ingredient:** CLONAZEPAM  **Strength:** .5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA075468)  **Pharmacologic class:** Benzodiazepine [EPC], Benzodiazepines [CS]  **DEA schedule:** CIV
[67046-1522] Diclofenac Potassium (diclofenac potassium) -- **Product type:** Human Prescription Drug  **Active ingredient:** DICLOFENAC POTASSIUM  **Strength:** 50 mg/1  **Dosage form:** Tablet, Coated  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA075229)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Decreased Prostaglandin Production [PE], Nonsteroidal Anti-inflammatory Drug [EPC]
[67046-1523] Hydroxychloroquine Sulfate (Hydroxychloroquine Sulfate) -- **Product type:** Human Prescription Drug  **Active ingredient:** HYDROXYCHLOROQUINE SULFATE  **Strength:** 200 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA040766)  **Pharmacologic class:** Antimalarial [EPC], Antirheumatic Agent [EPC]
[67046-1524] Methotrexate (Methotrexate) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHOTREXATE SODIUM  **Strength:** 2.5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA213343)  **Pharmacologic class:** Folate Analog Metabolic Inhibitor [EPC], Folic Acid Metabolism Inhibitors [MoA]
[67046-1525] Warfarin Sodium (Warfarin) -- **Product type:** Human Prescription Drug  **Active ingredient:** WARFARIN SODIUM  **Strength:** 7.5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA202202)  **Pharmacologic class:** Vitamin K Antagonist [EPC], Vitamin K Inhibitors [MoA]
[67046-1526] ATORVASTATIN CALCIUM (ATORVASTATIN CALCIUM) -- **Product type:** Human Prescription Drug  **Active ingredient:** ATORVASTATIN CALCIUM TRIHYDRATE  **Strength:** 20 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA214344)  **Pharmacologic class:** HMG-CoA Reductase Inhibitor [EPC], Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]
[67046-1527] TRAMADOL HYDROCHLORIDE (TRAMADOL HYDROCHLORIDE) -- **Product type:** Human Prescription Drug  **Active ingredient:** TRAMADOL HYDROCHLORIDE  **Strength:** 100 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA200503)  **Pharmacologic class:** Full Opioid Agonists [MoA], Opioid Agonist [EPC]  **DEA schedule:** CIV
[67046-1528] ciprofloxacin (ciprofloxacin) -- **Product type:** Human Prescription Drug  **Active ingredient:** CIPROFLOXACIN HYDROCHLORIDE  **Strength:** 750 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA076639)  **Pharmacologic class:** Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]
[67046-1529] Atorvastatin calcium (Atorvastatin calcium) -- **Product type:** Human Prescription Drug  **Active ingredient:** ATORVASTATIN CALCIUM TRIHYDRATE  **Strength:** 40 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA217081)  **Pharmacologic class:** HMG-CoA Reductase Inhibitor [EPC], Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]
[67046-1530] Nortriptyline Hydrochloride (Nortriptyline Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** NORTRIPTYLINE HYDROCHLORIDE  **Strength:** 50 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA073556)  **Pharmacologic class:** Tricyclic Antidepressant [EPC]
[67046-1531] Amantadine (Amantadine) -- **Product type:** Human Prescription Drug  **Active ingredient:** AMANTADINE HYDROCHLORIDE  **Strength:** 100 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA214284)  **Pharmacologic class:** Influenza A M2 Protein Inhibitor [EPC], M2 Protein Inhibitors [MoA]
[67046-1532] prazosin hydrochloride (prazosin hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** PRAZOSIN HYDROCHLORIDE  **Strength:** 2 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Coupler, LLC  **Marketing category:** ANDA (ANDA215697)  **Pharmacologic class:** Adrenergic alpha-Antagonists [MoA], alpha-Adrenergic Blocker [EPC]
[67046-1533] Cephalexin (Cephalexin) -- **Product type:** Human Prescription Drug  **Active ingredient:** CEPHALEXIN  **Strength:** 250 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Coupler, LLC  **Marketing category:** ANDA (ANDA065253)  **Pharmacologic class:** Cephalosporin Antibacterial [EPC], Cephalosporins [CS]
[67046-1534] Carbamazepine (Carbamazepine) -- **Product type:** Human Prescription Drug  **Active ingredient:** CARBAMAZEPINE  **Strength:** 400 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Coupler, LLC  **Marketing category:** ANDA (ANDA078115)  **Pharmacologic class:** Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 3A4 Inducers [MoA], Decreased Central Nervous System Disorganized Electrical Activity [PE], Mood Stabilizer [EPC]
[67046-1535] GABAPENTIN (Gabapentin) -- **Product type:** Human Prescription Drug  **Active ingredient:** GABAPENTIN  **Strength:** 600 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA214957)  **Pharmacologic class:** Decreased Central Nervous System Disorganized Electrical Activity [PE]
[67046-1536] Gabapentin (Gabapentin) -- **Product type:** Human Prescription Drug  **Active ingredient:** GABAPENTIN  **Strength:** 800 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA205101)  **Pharmacologic class:** Decreased Central Nervous System Disorganized Electrical Activity [PE]
[67046-1537] Ciprofloxacin (Ciprofolxacin) -- **Product type:** Human Prescription Drug  **Active ingredient:** CIPROFLOXACIN HYDROCHLORIDE  **Strength:** 500 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA208921)  **Pharmacologic class:** Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]
[67046-1538] Fenofibrate (Fenofibrate) -- **Product type:** Human Prescription Drug  **Active ingredient:** FENOFIBRATE  **Strength:** 67 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA209504)  **Pharmacologic class:** Peroxisome Proliferator Receptor alpha Agonist [EPC]
[67046-1539] Paliperidone (Paliperidone) -- **Product type:** Human Prescription Drug  **Active ingredient:** PALIPERIDONE  **Strength:** 3 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA204707)  **Pharmacologic class:** Atypical Antipsychotic [EPC]
[67046-1540] Trazodone Hydrochloride (Trazodone Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** TRAZODONE HYDROCHLORIDE  **Strength:** 100 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA218988)  **Pharmacologic class:** Serotonin Reuptake Inhibitor [EPC]
[67046-1541] Tramadol Hydrochloride (Tramadol Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** TRAMADOL HYDROCHLORIDE  **Strength:** 100 mg/1  **Dosage form:** Tablet, Coated  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA208708)  **Pharmacologic class:** Full Opioid Agonists [MoA], Opioid Agonist [EPC]  **DEA schedule:** CIV
[67046-1542] Thiothixene (Thiothixene) -- **Product type:** Human Prescription Drug  **Active ingredient:** THIOTHIXENE  **Strength:** 10 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA211642)  **Pharmacologic class:** Typical Antipsychotic [EPC]
[67046-1543] Phenobarbital (Phenobarbital) -- **Product type:** Human Prescription Drug  **Active ingredient:** PHENOBARBITAL  **Strength:** 97.2 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** UNAPPROVED DRUG OTHER  **DEA schedule:** CIV
[67046-1544] Haloperidol (Haloperidol) -- **Product type:** Human Prescription Drug  **Active ingredient:** HALOPERIDOL  **Strength:** 20 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA077580)  **Pharmacologic class:** Typical Antipsychotic [EPC]
[67046-1545] Desvenlafaxine (Desvenlafaxine Succinate) -- **Product type:** Human Prescription Drug  **Active ingredient:** DESVENLAFAXINE SUCCINATE  **Strength:** 100 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA204003)  **Pharmacologic class:** Cytochrome P450 2D6 Inhibitors [MoA], Norepinephrine Uptake Inhibitors [MoA], Serotonin Uptake Inhibitors [MoA], Serotonin and Norepinephrine Reuptake Inhibitor [EPC]
[67046-1546] Fluconazole (Fluconazole) -- **Product type:** Human Prescription Drug  **Active ingredient:** FLUCONAZOLE  **Strength:** 50 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA077253)  **Pharmacologic class:** Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]
[67046-1547] Fluphenazine Hydrochloride (Fluphenazine Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** FLUPHENAZINE HYDROCHLORIDE  **Strength:** 5 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA218173)  **Pharmacologic class:** Phenothiazine [EPC], Phenothiazines [CS]
[67046-1548] Haloperidol (Haloperidol) -- **Product type:** Human Prescription Drug  **Active ingredient:** HALOPERIDOL  **Strength:** 1 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA218789)  **Pharmacologic class:** Typical Antipsychotic [EPC]
[67046-1549] Doxycycline Hyclate (Doxycycline Hyclate) -- **Product type:** Human Prescription Drug  **Active ingredient:** DOXYCYCLINE HYCLATE  **Strength:** 50 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA062396)  **Pharmacologic class:** Tetracycline-class Drug [EPC], Tetracyclines [CS]
[67046-1550] Olanzapine (Olanzapine) -- **Product type:** Human Prescription Drug  **Active ingredient:** OLANZAPINE  **Strength:** 5 mg/1  **Dosage form:** Tablet, Orally Disintegrating  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA091265)  **Pharmacologic class:** Atypical Antipsychotic [EPC]
[67046-1551] Carvedilol Phosphate (Carvedilol Phosphate) -- **Product type:** Human Prescription Drug  **Active ingredient:** CARVEDILOL PHOSPHATE  **Strength:** 10 mg/1  **Dosage form:** Capsule, Extended Release  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA090132)  **Pharmacologic class:** Adrenergic alpha-Antagonists [MoA], Adrenergic beta1-Antagonists [MoA], Adrenergic beta2-Antagonists [MoA], alpha-Adrenergic Blocker [EPC], beta-Adrenergic Blocker [EPC]
[67046-1552] Clonidine Hydrochloride (Clonidine Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** CLONIDINE HYDROCHLORIDE  **Strength:** .2 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA202297)  **Pharmacologic class:** Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC]
[67046-1553] Naproxen (Naproxen) -- **Product type:** Human Prescription Drug  **Active ingredient:** NAPROXEN  **Strength:** 500 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA200429)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]
[67046-1554] Metformin Hydrochloride (Metformin Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** METFORMIN HYDROCHLORIDE  **Strength:** 1000 mg/1  **Dosage form:** Tablet, Coated  **Route:** Oral  **Labeler:** Coupler, LLC  **Marketing category:** ANDA (ANDA205096)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS]
[67046-1555] Furosemide (Furosemide) -- **Product type:** Human Prescription Drug  **Active ingredient:** FUROSEMIDE  **Strength:** 80 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA077293)  **Pharmacologic class:** Increased Diuresis at Loop of Henle [PE], Loop Diuretic [EPC]
[67046-1556] METFORMIN HYDROCHLORIDE (METFORMIN HYDROCHLORIDE) -- **Product type:** Human Prescription Drug  **Active ingredient:** METFORMIN HYDROCHLORIDE  **Strength:** 750 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA217631)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS]
[67046-1557] Metformin (metformin) -- **Product type:** Human Prescription Drug  **Active ingredient:** METFORMIN HYDROCHLORIDE  **Strength:** 500 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA209674)  **Pharmacologic class:** Biguanide [EPC], Biguanides [CS]
[67046-1558] Carbamazepine (carbamazepine) -- **Product type:** Human Prescription Drug  **Active ingredient:** CARBAMAZEPINE  **Strength:** 100 mg/1  **Dosage form:** Capsule, Extended Release  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA076697)  **Pharmacologic class:** Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 3A4 Inducers [MoA], Decreased Central Nervous System Disorganized Electrical Activity [PE], Mood Stabilizer [EPC]
[67046-1559] Carbamazepine (carbamazepine) -- **Product type:** Human Prescription Drug  **Active ingredient:** CARBAMAZEPINE  **Strength:** 200 mg/1  **Dosage form:** Capsule, Extended Release  **Route:** Oral  **Labeler:** Coupler LLC  **Marketing category:** ANDA (ANDA076697)  **Pharmacologic class:** Cytochrome P450 1A2 Inducers [MoA], Cytochrome P450 2B6 Inducers [MoA], Cytochrome P450 2C19 Inducers [MoA], Cytochrome P450 2C9 Inducers [MoA], Cytochrome P450 3A4 Inducers [MoA], Decreased Central Nervous System Disorganized Electrical Activity [PE], Mood Stabilizer [EPC]
